Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
Zentralafrikanische Republik,289,"",1,-,1,1,-,-,-,1,-,-,52,2,-,-,-,1,-,-,-,-,-,-,-,-,-
Burundi,291,"",-,-,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. afrik. Staatsangeh.,299,"",-,-,-,4,-,-,-,-,4,-,64,10,-,-,-,-,4,-,-,-,-,-,-,-,-
Afrika,"","",3.738,3.654,84,1.390,40,606,65,32,87,560,62.502,1.817,40,603,64,30,85,512,-,3,1,2,2,7,41
Argentinien,323,"",-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-
Brasilien,327,"",5,5,-,4,-,-,-,-,-,4,15,-,-,-,-,-,-,4,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Dominikanische Republik,335,"",1,1,-,1,-,-,-,-,1,-,6,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Ecuador,336,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
El Salvador,337,"",-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guatemala,345,"",-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,346,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Honduras,347,"",1,1,-,3,-,-,1,-,1,1,9,-,-,-,1,-,1,-,-,-,-,-,-,1,-
Kanada,348,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kolumbien,349,"",-,-,-,1,-,-,-,1,-,-,39,1,-,-,-,-,-,-,-,-,-,1,-,-,-
Kuba,351,"",12,12,-,1,-,-,-,-,-,1,141,2,-,-,-,-,-,1,-,-,-,-,-,-,-
Mexico,353,"",-,-,-,1,-,-,-,1,-,-,5,1,-,-,-,1,-,-,-,-,-,-,-,-,-
Nicaragua,354,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamaica,355,"",-,-,-,1,-,-,-,-,-,1,27,1,-,-,-,-,-,1,-,-,-,-,-,-,-
Paraguay,359,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peru,361,"",1,1,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venezuela,367,"",1,1,-,-,-,-,-,-,-,-,27,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Vereinigte Staaten v. Amerika,368,"",1,1,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinidad und Tobago,371,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amerika,"","",22,22,-,12,-,-,1,2,2,7,311,10,-,-,1,1,2,6,-,-,-,1,-,1,-
Jemen,421,"",36,30,6,11,-,5,6,-,-,-,392,33,-,5,5,-,-,-,-,-,1,-,-,-,-
Armenien,422,"",138,122,16,25,-,2,-,2,1,20,3.568,258,-,-,-,2,1,13,-,2,-,-,-,7,-
Afghanistan,423,"",2.304,2.270,34,405,1,174,15,45,24,146,21.488,837,1,156,12,43,24,136,-,18,3,2,-,10,-
Bahrain,424,"",4,4,-,2,2,-,-,-,-,-,13,1,2,-,-,-,-,-,-,-,-,-,-,-,-
Aserbaidschan,425,"",41,28,13,22,-,5,-,1,3,13,2.312,255,-,5,-,1,3,11,-,-,-,-,-,2,-
Bhutan,426,"",-,-,-,1,-,-,-,-,-,1,16,4,-,-,-,-,-,-,-,-,-,-,-,-,1
Myanmar,427,"",4,4,-,1,-,-,-,-,-,1,155,1,-,-,-,-,-,1,-,-,-,-,-,-,-
Georgien,430,"",186,162,24,72,-,-,-,-,28,44,3.020,388,-,-,-,-,25,33,-,-,-,-,3,3,8
Sri Lanka,431,"",15,7,8,13,-,3,-,1,3,6,887,160,-,3,-,-,3,5,-,-,-,1,-,1,-
Vietnam,432,"",68,64,4,17,-,-,-,-,8,9,892,67,-,-,-,-,8,9,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Korea (Demokrat. Volksrepubl.),434,"",-,-,-,-,-,-,-,-,-,-,96,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Indien,436,"",95,90,5,20,-,1,-,-,15,4,3.054,83,-,1,-,-,15,4,-,-,-,-,-,-,-
Indonesien,437,"",-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Irak,438,"",1.801,1.718,83,1.342,7,1.180,14,3,2,136,11.121,1.908,7,968,8,3,1,132,-,212,6,-,1,1,3
"Iran, Islamische Republik",439,"",307,294,13,152,7,80,4,2,10,49,5.640,558,7,73,3,1,9,48,-,7,1,1,1,-,1
Israel,441,"",2,1,1,-,-,-,-,-,-,-,44,6,-,-,-,-,-,-,-,-,-,-,-,-,-
Kasachstan,444,"",4,4,-,5,-,-,-,-,1,4,121,23,-,-,-,-,1,-,-,-,-,-,-,-,4
Jordanien,445,"",11,11,-,8,-,1,-,-,-,7,179,29,-,1,-,-,-,7,-,-,-,-,-,-,-
Kambodscha,446,"",-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuwait,448,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Laos, Demokratische Volksrepublik",449,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kirgisistan,450,"",5,4,1,6,-,-,-,-,-,6,92,18,-,-,-,-,-,6,-,-,-,-,-,-,-
Libanon,451,"",36,28,8,27,-,7,-,-,1,19,941,155,-,7,-,-,-,19,-,-,-,-,1,-,-
Oman,456,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mongolei,457,"",19,10,9,4,-,-,-,-,-,4,625,39,-,-,-,-,-,3,-,-,-,-,-,-,1
Nepal,458,"",-,-,-,9,-,-,-,7,2,-,21,2,-,-,-,7,2,-,-,-,-,-,-,-,-
Staatsangehörigkeit ohne Bezeichnung,459,"",31,30,1,5,-,3,-,-,1,1,269,2,-,3,-,-,1,1,-,-,-,-,-,-,-
Bangladesch,460,"",44,42,2,22,-,1,-,-,11,10,945,48,-,1,-,-,11,9,-,-,-,-,-,1,-
Pakistan,461,"",625,596,29,66,-,8,1,2,6,49,9.664,450,-,7,1,1,6,49,-,1,-,1,-,-,-
Philippinen,462,"",1,1,-,1,-,-,-,-,-,1,17,-,-,-,-,-,-,1,-,-,-,-,-,-,-
China (Taiwan),465,"",1,1,-,-,-,-,-,-,-,-,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Korea (Republik),467,"",-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadschikistan,470,"",4,3,1,5,-,-,-,-,2,3,374,36,-,-,-,-,2,2,-,-,-,-,-,1,-
Turkmenistan,471,"",38,38,-,3,-,-,-,-,3,-,582,14,-,-,-,-,3,-,-,-,-,-,-,-,-
Saudi Arabien,472,"",2,2,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Syrien, Arabische Republik",475,"",10.440,10.112,328,6.345,91,6.075,1,9,-,169,31.920,1.739,88,5.707,1,9,-,168,3,368,-,-,-,1,-
Thailand,476,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Usbekistan,477,"",1,1,-,-,-,-,-,-,-,-,31,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
China,479,"",101,97,4,5,1,-,-,-,3,1,968,62,1,-,-,-,2,-,-,-,-,-,1,1,-
Malaysia,482,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. asiat. Staatsangeh.,499,"",321,315,6,134,-,119,8,-,2,5,2.113,189,-,113,8,-,2,5,-,6,-,-,-,-,-
Asien,"","",16.685,16.089,596,8.728,109,7.664,49,72,126,708,101.605,7.370,106,7.050,38,67,119,662,3,614,11,5,7,28,18
Staatenlos,997,"",271,258,13,164,-,161,-,-,-,3,1.561,71,-,149,-,-,-,3,-,12,-,-,-,-,-
Ungeklärt,998,"",857,823,34,353,-,325,-,1,13,14,4.105,286,-,277,-,1,13,10,-,48,-,-,-,4,-
ohne Angabe,999,"",-,-,-,-,-,-,-,-,-,-,31,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Unbekannt,"","",1.128,1.081,47,517,-,486,-,1,13,17,5.697,359,-,426,-,1,13,13,-,60,-,-,-,4,-
Herkunftsländer gesamt,"","",36.422,33.447,2.975,16.769,152,8.778,135,118,5.147,2.439,251.036,25.581,147,8.098,121,108,5.057,1.807,5,680,14,10,90,397,235
