YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201608,Dominikanische Republik,0,0,0,nd,nd
201608,Ecuador,0,0,0,nd,nd
201608,El Salvador,0,0,0,nd,nd
201608,Guatemala,0,0,0,nd,nd
201608,Haiti,2,2,0,nd,nd
201608,Honduras,0,0,0,nd,nd
201608,Kanada,0,0,0,nd,nd
201608,Kolumbien,3,2,1,0,0
201608,Kuba,4,4,0,nd,nd
201608,Mexico,0,0,0,nd,nd
201608,Nicaragua,0,0,0,nd,nd
201608,Jamaica,0,0,0,nd,nd
201608,Paraguay,0,0,0,nd,nd
201608,Peru,0,0,0,nd,nd
201608,Suriname,0,0,0,nd,nd
201608,Venezuela,3,3,0,nd,nd
201608,Vereinigte Staaten v. Amerika,0,0,0,nd,nd
201608,Britisch abh.Geb.Amerika,0,0,0,nd,nd
201608,Jemen,22,1,1,95.2381,90.9091
201608,Armenien,129,82,45,2.38095,1.55039
201608,Afghanistan,5713,2679,518,48.4312,44.0399
201608,Bahrain,0,0,0,nd,nd
201608,Aserbaidschan,133,81,44,8.98876,6.01504
201608,Bhutan,0,0,0,nd,nd
201608,Myanmar,1,1,0,nd,nd
201608,Georgien,252,163,86,1.80723,1.19048
201608,Sri Lanka,24,16,3,23.8095,20.8333
201608,Vietnam,98,77,21,0,0
201608,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201608,Indien,382,278,102,0.714286,0.52356
201608,Indonesien,0,0,0,nd,nd
201608,Irak,6702,1727,592,71.7349,65.3984
201608,"Iran, Islamische Republik",771,247,163,59.375,46.8223
201608,Israel,1,0,1,nd,nd
201608,Kasachstan,22,9,13,0,0
201608,Jordanien,5,1,4,0,0
201608,Kambodscha,0,0,0,nd,nd
201608,Katar,0,0,0,nd,nd
201608,Kuwait,0,0,0,nd,nd
201608,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201608,Kirgisistan,5,4,1,0,0
201608,Libanon,178,83,74,20.1923,11.7978
201608,Oman,1,0,0,nd,nd
201608,Mongolei,26,14,12,0,0
201608,Nepal,3,2,1,0,0
201608,Staatsangehörigkeit ohne Bezeichnung,23,1,9,92.8571,56.5217
201608,Bangladesch,101,60,33,11.7647,7.92079
201608,Pakistan,1135,827,265,4.94253,3.78855
201608,Philippinen,0,0,0,nd,nd
201608,China (Taiwan),0,0,0,nd,nd
201608,Korea (Republik),0,0,0,nd,nd
201608,Vereinigte arabische Emirate,0,0,0,nd,nd
201608,Tadschikistan,57,11,41,31.25,8.77193
201608,Turkmenistan,10,10,0,nd,nd
201608,Saudi Arabien,6,0,0,nd,nd
201608,"Syrien, Arabische Republik",26409,20,545,99.9227,97.8606
201608,Thailand,0,0,0,nd,nd
201608,Usbekistan,0,0,0,nd,nd
201608,China,69,57,7,8.06452,7.24638
201608,Malaysia,0,0,0,nd,nd
201608,sonst. asiat. Staatsangeh.,213,54,37,69.3182,57.277
201608,Australien,0,0,0,nd,nd
201608,Staatenlos,433,10,10,97.6359,95.3811
201608,Ungeklärt,1313,73,89,94.0359,87.6618
201608,ohne Angabe,1,0,0,nd,nd
