YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201707,Kambodscha,3,0,2,100,33.3333
201707,Kuwait,4,1,3,0,0
201707,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201707,Kirgisistan,38,22,10,21.4286,15.7895
201707,Libanon,246,166,48,16.1616,13.0081
201707,Oman,1,0,0,nd,nd
201707,Mongolei,191,135,46,6.89655,5.2356
201707,Nepal,23,18,5,0,0
201707,Staatsangehörigkeit ohne Bezeichnung,34,20,3,35.4839,32.3529
201707,Bangladesch,272,179,66,13.1068,9.92647
201707,Pakistan,1326,943,312,7.00197,5.35445
201707,Philippinen,0,0,0,nd,nd
201707,China (Taiwan),1,0,1,nd,nd
201707,Korea (Republik),4,0,4,nd,nd
201707,Vereinigte arabische Emirate,1,1,0,nd,nd
201707,Tadschikistan,398,254,105,13.3106,9.79899
201707,Turkmenistan,14,10,2,16.6667,14.2857
201707,Saudi Arabien,2,0,0,nd,nd
201707,"Syrien, Arabische Republik",6732,14,632,99.7705,90.404
201707,Thailand,1,1,0,nd,nd
201707,Usbekistan,7,4,2,20,14.2857
201707,China,122,70,34,20.4545,14.7541
201707,Malaysia,1,1,0,nd,nd
201707,sonst. asiat. Staatsangeh.,119,22,10,79.8165,73.1092
201707,Staatenlos,260,68,40,69.0909,58.4615
201707,Ungeklärt,709,219,143,61.3074,48.9422
201707,ohne Angabe,4,1,1,66.6667,50
